1	0.0588235
2	0.0193133
3	0.0204082
4	0
5	0.0595238
6	0.005
7	0.01
8	0
9	0
10	0
11	0
12	0.0200501
13	0
14	0
15	0
16	0.012987
17	0.00505051
18	0.0238095
19	0.02
20	0.0100503
21	0.00735294
22	0.0150754
23	0.00662252
24	0.008
25	0.00869565
26	0.0285714
27	0.00549451
28	0
29	0
30	0.0198675
31	0
32	0.00684932
33	0.0124481
34	0.00250627
35	0.00894855
36	0.00502513
37	0.025641
38	0
39	0.0126582
40	0.0512821
41	0.00625782
42	0.0136986
43	0.0238095
44	0.00704225
45	0.0100251
46	0
47	0.0272727
48	0.0204082
49	0.0205479
50	0.025
51	0
52	0.1
53	0.0115607
54	0.0315789
55	0.00833333
56	0
57	0.00462963
58	0
59	0.008
60	0.0344828
61	0
62	0
63	0.0174216
64	0.00500835
65	0
66	0.0162866
67	0.0357143
68	0.0263158
69	0
70	0.0096463
71	0.0240964
72	0.0291262
73	0.0133556
74	0.0141785
75	0.00806452
76	0
77	0.0181818
78	0.0314136
79	0.0173913
80	0.0153846
81	0
82	0.00967742
83	0.00757576
84	0.0353982
85	0
86	0.00854701
87	0.00621118
88	0
89	0
90	0
91	0.0117647
92	0
93	0.01
94	0.00645161
95	0.084507
96	0.0283019
97	0.0102041
98	0
99	0.0206186
100	0
101	0.0118343
102	0.0115607
103	0.0212766
104	0.0200501
105	0.125
106	0
107	0.00446429
108	0.0138889
109	0
110	0.00834725
111	0.0731707
112	0
113	0.040404
114	0.0150754
115	0.0265487
116	0.0033389
117	0
118	0.0075188
119	0.0419162
120	0.0104575
121	0.0296296
122	0
123	0.0754717
124	0.0116732
125	0
126	0.0507246
127	0.0426065
128	0
129	0.00392157
130	0.0100251
131	0
132	0
133	0.0058651
134	0.0135135
135	0.05
136	0
137	0
138	0.0338983
139	0
140	0
141	0
142	0.00543478
143	0.01
144	0.0515464
145	0.0225564
146	0.0182482
147	0
148	0.00645161
149	0.025
150	0.0240964
151	0
152	0
153	0.0100503
154	0.0100503
155	0
156	0
157	0.00500835
158	0.0125313
159	0
160	0.0259067
161	0.0173913
162	0.00501253
163	0
164	0
165	0
166	0
167	0.00806452
168	0.00316456
169	0.0108696
170	0.00471698
171	0.00934579
172	0.0165563
173	0
174	0
175	0.00750939
176	0.017341
177	0
178	0
179	0
180	0
181	0.0097561
182	0.0251256
183	0.00628931
184	0.0203562
185	0.0075188
186	0.00584795
187	0.00609756
188	0
189	0.0125313
190	0
191	0
192	0.00750469
193	0
194	0.0175439
195	0
196	0.0100251
197	0.00952381
198	0.0125313
199	0.00757576
200	0
201	0.0125
202	0.0384615
203	0.0187735
204	0.00835946
205	0.03003
206	0.0100167
207	0.005
208	0.0299401
209	0.021097
210	0.00312695
211	0
212	0
213	0.017094
214	0.0105263
215	0.00666667
216	0.0272727
217	0.02
218	0.0201005
219	0
220	0
221	0.00636943
222	0
223	0
224	0.00375469
225	0
226	0.0150376
227	0.0283806
228	0.0100251
229	0.0265487
230	0.0149701
231	0
232	0.0100503
233	0
234	0.0795455
235	0.0340909
236	0.00847458
237	0.030303
238	0
239	0.0144928
240	0.0229008
